concept_id_1,concept_name,parent_omop_id,parent_name,status
22665,Chronic peptic ulcer with hemorrhage AND with perforation but without obstruction,4086529,Injury of jejunum,predicted_only
22665,Chronic peptic ulcer with hemorrhage AND with perforation but without obstruction,4053830,Injury of stomach,predicted_only
30770,Chronic peptic ulcer with hemorrhage but without obstruction,4174044,Chronic peptic ulcer with hemorrhage,gs_only
30770,Chronic peptic ulcer with hemorrhage but without obstruction,4169394,Peptic ulcer with hemorrhage but without obstruction,gs_only
30770,Chronic peptic ulcer with hemorrhage but without obstruction,436148,Chronic duodenal ulcer with hemorrhage but without obstruction,predicted_only
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",30442,Chronic peptic ulcer with perforation AND obstruction,both
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",24076,Chronic peptic ulcer with hemorrhage AND obstruction,gs_only
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",4247008,Chronic peptic ulcer with hemorrhage AND perforation,gs_only
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",4095410,"Peptic ulcer with hemorrhage, with perforation AND with obstruction",gs_only
24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",194986,"Acute peptic ulcer with hemorrhage, with perforation AND with obstruction",predicted_only
30442,Chronic peptic ulcer with perforation AND obstruction,4024849,Chronic peptic ulcer with obstruction,gs_only
30442,Chronic peptic ulcer with perforation AND obstruction,4146517,Chronic peptic ulcer with perforation,gs_only
30442,Chronic peptic ulcer with perforation AND obstruction,4174823,Peptic ulcer with perforation AND obstruction,gs_only
30442,Chronic peptic ulcer with perforation AND obstruction,26718,Acute peptic ulcer with perforation AND obstruction,predicted_only
30442,Chronic peptic ulcer with perforation AND obstruction,30442,Chronic peptic ulcer with perforation AND obstruction,predicted_only
30442,Chronic peptic ulcer with perforation AND obstruction,37203956,Peptic ulcer with obstruction,predicted_only
23247,Chronic peptic ulcer with perforation but without obstruction,4146517,Chronic peptic ulcer with perforation,gs_only
23247,Chronic peptic ulcer with perforation but without obstruction,4054392,Peptic ulcer with perforation but without obstruction,gs_only
23247,Chronic peptic ulcer with perforation but without obstruction,4026000,Acute intestinal obstruction,predicted_only
23247,Chronic peptic ulcer with perforation but without obstruction,26718,Acute peptic ulcer with perforation AND obstruction,predicted_only
23247,Chronic peptic ulcer with perforation but without obstruction,4024986,Chronic gastrojejunal ulcer with obstruction,predicted_only
23247,Chronic peptic ulcer with perforation but without obstruction,30442,Chronic peptic ulcer with perforation AND obstruction,predicted_only
23247,Chronic peptic ulcer with perforation but without obstruction,4086529,Injury of jejunum,predicted_only
23247,Chronic peptic ulcer with perforation but without obstruction,4053830,Injury of stomach,predicted_only
24973,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,4024849,Chronic peptic ulcer with obstruction,gs_only
24973,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,4204555,Chronic peptic ulcer without hemorrhage AND without perforation,gs_only
24973,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,200771,Peptic ulcer without hemorrhage AND without perforation but with obstruction,gs_only
23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",4204555,Chronic peptic ulcer without hemorrhage AND without perforation,gs_only
23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",201069,"Peptic ulcer without hemorrhage, without perforation AND without obstruction",gs_only
23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",4024986,Chronic gastrojejunal ulcer with obstruction,predicted_only
23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",4197099,Combined gastric AND duodenal ulcer,predicted_only
23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",4149010,Duodenal ulcer with hemorrhage but without obstruction,predicted_only
23808,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",4273101,Peptic ulcer with hemorrhage AND obstruction,predicted_only
26711,Chronic pharyngitis,4134593,Chronic digestive system disorder,gs_only
26711,Chronic pharyngitis,4063381,Chronic disease of respiratory system,gs_only
26711,Chronic pharyngitis,444208,Chronic inflammatory disorder,gs_only
26711,Chronic pharyngitis,4226263,Pharyngitis,gs_only
26711,Chronic pharyngitis,26711,Chronic pharyngitis,predicted_only
26711,Chronic pharyngitis,4197268,Nasopharyngitis,predicted_only
23220,Chronic tonsillitis,4170138,Chronic disease of tonsil,gs_only
23220,Chronic tonsillitis,26711,Chronic pharyngitis,gs_only
23220,Chronic tonsillitis,4234533,Tonsillitis,gs_only
23220,Chronic tonsillitis,24660,Acute tonsillitis,predicted_only
23220,Chronic tonsillitis,257011,Acute upper respiratory infection,predicted_only
23220,Chronic tonsillitis,45766331,Bacterial tonsillitis,predicted_only
23220,Chronic tonsillitis,4073287,Chronic infectious disease,predicted_only
23220,Chronic tonsillitis,23220,Chronic tonsillitis,predicted_only
73041,Closed fracture of five ribs,78273,Closed fracture of multiple ribs,both
73041,Closed fracture of five ribs,4288590,Fracture of five ribs,gs_only
73041,Closed fracture of five ribs,75942,Open fracture of rib,predicted_only
73341,Closed fracture of head of radius,4190345,Closed fracture involving joint,gs_only
73341,Closed fracture of head of radius,45773541,Closed fracture of proximal epiphysis of radius,gs_only
73341,Closed fracture of head of radius,4136716,Fracture of radial head,gs_only
73341,Closed fracture of head of radius,73341,Closed fracture of head of radius,predicted_only
73341,Closed fracture of head of radius,435380,Closed fracture of radius AND ulna,predicted_only
73341,Closed fracture of head of radius,4010371,"Closed fracture of ulna, lower epiphysis",predicted_only
73036,Closed fracture of olecranon process of ulna,4190345,Closed fracture involving joint,gs_only
73036,Closed fracture of olecranon process of ulna,436251,Closed fracture of proximal end of ulna,gs_only
73036,Closed fracture of olecranon process of ulna,4083488,Fracture of olecranon,gs_only
73036,Closed fracture of olecranon process of ulna,73036,Closed fracture of olecranon process of ulna,predicted_only
73036,Closed fracture of olecranon process of ulna,4010371,"Closed fracture of ulna, lower epiphysis",predicted_only
72465,Closed fracture of one or more phalanges of hand,45772685,Closed fracture of hand,gs_only
72465,Closed fracture of one or more phalanges of hand,4226282,Fracture of phalanx of hand,gs_only
72465,Closed fracture of one or more phalanges of hand,4088051,Closed fracture of phalanx of finger,predicted_only
73614,Closed fracture of seven ribs,78273,Closed fracture of multiple ribs,gs_only
73614,Closed fracture of seven ribs,4032308,Fracture of seven ribs,gs_only
73884,Closed fracture of three ribs,78273,Closed fracture of multiple ribs,gs_only
73884,Closed fracture of three ribs,4239149,Fracture of three ribs,gs_only
72459,Closed fracture of two ribs,78273,Closed fracture of multiple ribs,gs_only
72459,Closed fracture of two ribs,4136498,Fracture of two ribs,gs_only
73334,Closed posterior dislocation of elbow,4221189,Dislocation of elbow joint,gs_only
73334,Closed posterior dislocation of elbow,4009760,"Closed traumatic dislocation elbow joint, posterior",predicted_only
73343,Closed posterior dislocation of hip,4306084,Dislocation of hip joint,gs_only
73343,Closed posterior dislocation of hip,4012285,Closed fracture dislocation of hip joint,predicted_only
73343,Closed posterior dislocation of hip,73343,Closed posterior dislocation of hip,predicted_only
73335,Closed posterior dislocation of proximal end of tibia,40323559,Dislocation of knee joint,gs_only
73335,Closed posterior dislocation of proximal end of tibia,72986,Disorder of lower leg,gs_only
73335,Closed posterior dislocation of proximal end of tibia,1245129,Displacement of bone,gs_only
73335,Closed posterior dislocation of proximal end of tibia,604317,Finding of bone of lower limb,gs_only
73335,Closed posterior dislocation of proximal end of tibia,4177556,Injury of tibia,predicted_only
73335,Closed posterior dislocation of proximal end of tibia,1245130,Traumatic displacement of bone,predicted_only
73336,Closed traumatic dislocation ankle joint,40492779,Closed traumatic dislocation of joint,gs_only
73336,Closed traumatic dislocation ankle joint,79113,Traumatic dislocation of ankle joint,gs_only
73336,Closed traumatic dislocation ankle joint,73336,Closed traumatic dislocation ankle joint,predicted_only
73336,Closed traumatic dislocation ankle joint,437120,Closed traumatic dislocation of joint of foot,predicted_only
73336,Closed traumatic dislocation ankle joint,42536867,Traumatic dislocation of tarsal joint,predicted_only
72469,Closed traumatic dislocation of joint of shoulder region,40492779,Closed traumatic dislocation of joint,gs_only
72469,Closed traumatic dislocation of joint of shoulder region,75899,Traumatic dislocation of shoulder region,gs_only
72469,Closed traumatic dislocation of joint of shoulder region,72469,Closed traumatic dislocation of joint of shoulder region,predicted_only
72469,Closed traumatic dislocation of joint of shoulder region,443457,Open dislocation of shoulder region,predicted_only
72469,Closed traumatic dislocation of joint of shoulder region,37116637,Traumatic dislocation of scapulothoracic joint,predicted_only
27826,Combination of endocrine dysfunction,4131812,Polyglandular dysfunction AND/OR related disorders,gs_only
27826,Combination of endocrine dysfunction,193165,Disorder of adrenal gland,predicted_only
25698,Complication of transplanted pancreas,201461,Disorder affecting transplanted structure,gs_only
25698,Complication of transplanted pancreas,192963,Disorder of pancreas,gs_only
25698,Complication of transplanted pancreas,4300243,Postoperative complication,gs_only
25698,Complication of transplanted pancreas,42537741,Transplant present,gs_only
25698,Complication of transplanted pancreas,37205026,Awaiting transplantation,predicted_only
25698,Complication of transplanted pancreas,765041,Awaiting transplantation of organ,predicted_only
31386,Congenital absence of salivary gland,4241529,Congenital absence of mouth,gs_only
31386,Congenital absence of salivary gland,4006301,Congenital anomaly of salivary gland,gs_only
31386,Congenital absence of salivary gland,31386,Congenital absence of salivary gland,predicted_only
73866,Congenital anomaly of breast,4176798,Congenital anomaly of thorax,gs_only
73866,Congenital anomaly of breast,77030,Disorder of breast,gs_only
73866,Congenital anomaly of breast,73866,Congenital anomaly of breast,predicted_only
73866,Congenital anomaly of breast,4046112,Congenital anomaly of lower respiratory system,predicted_only
73866,Congenital anomaly of breast,257907,Disorder of lung,predicted_only
23868,Congenital anomaly of esophagus,4134606,Congenital anomaly of digestive organ,gs_only
23868,Congenital anomaly of esophagus,200836,Congenital anomaly of gastrointestinal tract,gs_only
23868,Congenital anomaly of esophagus,31120,Congenital anomaly of upper alimentary tract,gs_only
23868,Congenital anomaly of esophagus,4169977,Congenital malformation of upper alimentary tract,gs_only
23868,Congenital anomaly of esophagus,31610,Disorder of esophagus,gs_only
23868,Congenital anomaly of esophagus,23868,Congenital anomaly of esophagus,predicted_only
23868,Congenital anomaly of esophagus,4149721,Esophageal fistula,predicted_only
25056,Congenital anomaly of neck,40481040,Congenital anomaly,gs_only
25056,Congenital anomaly of neck,4079975,Congenital malformation,gs_only
25056,Congenital anomaly of neck,4042837,Disorder of neck,gs_only
25056,Congenital anomaly of neck,25056,Congenital anomaly of neck,predicted_only
25056,Congenital anomaly of neck,133298,Musculoskeletal disorder of the neck,predicted_only
23865,Congenital anomaly of pharynx,4134606,Congenital anomaly of digestive organ,gs_only
23865,Congenital anomaly of pharynx,31120,Congenital anomaly of upper alimentary tract,gs_only
23865,Congenital anomaly of pharynx,4215370,Congenital anomaly of upper respiratory system,gs_only
23865,Congenital anomaly of pharynx,4169977,Congenital malformation of upper alimentary tract,gs_only
23865,Congenital anomaly of pharynx,31057,Disorder of pharynx,gs_only
23865,Congenital anomaly of pharynx,23865,Congenital anomaly of pharynx,predicted_only
73017,Congenital anomaly of toe,4301416,Congenital anomaly of digit,gs_only
73017,Congenital anomaly of toe,78560,Congenital anomaly of foot,gs_only
73017,Congenital anomaly of toe,4028528,Disorder of toe,gs_only
73017,Congenital anomaly of toe,35614908,Congenital absence of right foot,predicted_only
73017,Congenital anomaly of toe,4280077,Congenital absence of toe,predicted_only
73872,Congenital deformity of knee joint,4324765,Arthropathy of knee joint,gs_only
73872,Congenital deformity of knee joint,4316226,Congenital anomaly of joint,gs_only
73872,Congenital deformity of knee joint,37164303,Congenital deformity of lower limb,gs_only
73872,Congenital deformity of knee joint,1076497,Congenital deformity of musculoskeletal system,gs_only
73872,Congenital deformity of knee joint,4103031,Deformity of knee joint,gs_only
73872,Congenital deformity of knee joint,73872,Congenital deformity of knee joint,predicted_only
73872,Congenital deformity of knee joint,619253,Congenital dislocation of joint,predicted_only
73872,Congenital deformity of knee joint,40323559,Dislocation of knee joint,predicted_only
24148,Congenital diverticulum of pharynx,23865,Congenital anomaly of pharynx,gs_only
24148,Congenital diverticulum of pharynx,37174262,Lesion of pharynx,gs_only
24148,Congenital diverticulum of pharynx,24148,Congenital diverticulum of pharynx,predicted_only
30515,Congenital esophageal ring,23868,Congenital anomaly of esophagus,gs_only
30515,Congenital esophageal ring,4340117,Esophageal web / ring,gs_only
30515,Congenital esophageal ring,443913,Congenital anomaly of trachea,predicted_only
30515,Congenital esophageal ring,4268622,Stricture of esophagus,predicted_only
72434,Congenital hydrocele,76737,Hydrocele,both
72434,Congenital hydrocele,4127734,Congenital abnormality of scrotum,gs_only
72434,Congenital hydrocele,4006302,Congenital anomaly of genital system,gs_only
72434,Congenital hydrocele,37110208,Lesion of genitalia,gs_only
72434,Congenital hydrocele,4032593,Acquired hydrocele,predicted_only
72434,Congenital hydrocele,4208095,Congenital anomaly of testis,predicted_only
72434,Congenital hydrocele,443401,Congenital connective tissue disorder,predicted_only
22426,Congenital macrostomia,133303,Congenital anomaly of mouth,both
22426,Congenital macrostomia,439394,Congenital anomaly of face,gs_only
22426,Congenital macrostomia,35624868,Lesion of face,gs_only
22426,Congenital macrostomia,43530620,Oral lesion,gs_only
22426,Congenital macrostomia,42709918,Orofacial cleft,gs_only
26213,Congenital salivary gland fistula,4006301,Congenital anomaly of salivary gland,gs_only
26213,Congenital salivary gland fistula,28462,Fistula of salivary gland,gs_only
26213,Congenital salivary gland fistula,26213,Congenital salivary gland fistula,predicted_only
74127,Contracture of elbow joint,73290,Contracture of joint,gs_only
74127,Contracture of elbow joint,4126334,Decreased range of elbow movement,gs_only
74127,Contracture of elbow joint,4186162,Deformity of upper limb,gs_only
74127,Contracture of elbow joint,4027383,Disorder of elbow,gs_only
74127,Contracture of elbow joint,74127,Contracture of elbow joint,predicted_only
74127,Contracture of elbow joint,764154,Disorder of left upper extremity,predicted_only
73290,Contracture of joint,4168498,Deformity,gs_only
73290,Contracture of joint,37206233,Disorder of joint region,gs_only
73290,Contracture of joint,4323826,Limitation of joint movement,gs_only
73290,Contracture of joint,372604,Movement disorder,gs_only
73290,Contracture of joint,73290,Contracture of joint,predicted_only
73290,Contracture of joint,44782620,Disorder of free lower limb,predicted_only
72995,Contracture of joint of hand,73290,Contracture of joint,gs_only
72995,Contracture of joint of hand,4182643,Deformity of hand,gs_only
72995,Contracture of joint of hand,77635,Disorder of hand,gs_only
72995,Contracture of joint of hand,72995,Contracture of joint of hand,predicted_only
72995,Contracture of joint of hand,764153,Disorder of right upper extremity,predicted_only
73089,Contusion of buttock,199978,Contusion of lower limb,gs_only
73089,Contusion of buttock,195977,Contusion of trunk,gs_only
73089,Contusion of buttock,4174096,Injury of buttock,gs_only
73089,Contusion of buttock,73089,Contusion of buttock,predicted_only
73089,Contusion of buttock,4057346,"Contusion, hip and thigh",predicted_only
24198,Contusion of esophagus,4016547,Closed injury of esophagus,gs_only
24198,Contusion of esophagus,441737,Contusion,gs_only
24198,Contusion of esophagus,4155764,Esophageal injury,predicted_only
24198,Contusion of esophagus,4103988,Esophageal mass,predicted_only
24198,Contusion of esophagus,4168335,Wound,predicted_only
73649,Contusion of finger,81723,Contusion of hand,gs_only
73649,Contusion of finger,81454,Injury of finger,gs_only
73649,Contusion of finger,73649,Contusion of finger,predicted_only
73649,Contusion of finger,73090,Contusion of foot,predicted_only
73649,Contusion of finger,4151204,Injury of toe,predicted_only
73649,Contusion of finger,4102562,Lesion of toe,predicted_only
73090,Contusion of foot,199978,Contusion of lower limb,gs_only
73090,Contusion of foot,444130,Injury of foot,gs_only
73090,Contusion of foot,73090,Contusion of foot,predicted_only
73090,Contusion of foot,36675105,Injury of right foot,predicted_only
73065,Contusion of genital organ,195977,Contusion of trunk,both
73065,Contusion of genital organ,4152297,Genital injury,both
73065,Contusion of genital organ,37110208,Lesion of genitalia,both
73065,Contusion of genital organ,4154168,Pelvic injury,predicted_only
73923,Contusion of upper arm,73075,Contusion of upper limb,gs_only
73923,Contusion of upper arm,444190,Injury of upper arm,gs_only
73923,Contusion of upper arm,76565,Contusion of shoulder region,predicted_only
73923,Contusion of upper arm,73923,Contusion of upper arm,predicted_only
73923,Contusion of upper arm,44783028,Injury of shoulder and upper arm,predicted_only
73923,Contusion of upper arm,37110781,Wound of axillary region,predicted_only
73075,Contusion of upper limb,441737,Contusion,gs_only
73075,Contusion of upper limb,4130851,Injury of upper extremity,gs_only
73075,Contusion of upper limb,73075,Contusion of upper limb,predicted_only
73075,Contusion of upper limb,4130852,Injury of lower limb,predicted_only
72487,Crushing injury of foot,194229,Crushing injury of lower limb,gs_only
72487,Crushing injury of foot,444130,Injury of foot,gs_only
72487,Crushing injury of foot,72487,Crushing injury of foot,predicted_only
72487,Crushing injury of foot,37108731,Injury of left foot,predicted_only
73366,Crushing injury of lower leg,194229,Crushing injury of lower limb,gs_only
73366,Crushing injury of lower leg,444131,Injury of lower leg,gs_only
73366,Crushing injury of lower leg,73366,Crushing injury of lower leg,predicted_only
73366,Crushing injury of lower leg,442564,Injury of thigh,predicted_only
73362,Crushing injury of multiple sites of upper limb,78609,Crushing injury of upper limb,both
73362,Crushing injury of multiple sites of upper limb,440913,Crushing injury of multiple sites,gs_only
73362,Crushing injury of multiple sites of upper limb,444190,Injury of upper arm,predicted_only
29979,Crushing injury of neck,437428,Crushing injury,gs_only
29979,Crushing injury of neck,24818,Injury of neck,gs_only
29979,Crushing injury of neck,4185207,Lesion of neck,gs_only
29979,Crushing injury of neck,4053585,Injury of larynx,predicted_only
29979,Crushing injury of neck,4115254,Lesion of larynx,predicted_only
73072,Crushing injury of upper arm,78609,Crushing injury of upper limb,gs_only
73072,Crushing injury of upper arm,444190,Injury of upper arm,gs_only
73072,Crushing injury of upper arm,73072,Crushing injury of upper arm,predicted_only
73287,Crystal arthropathy of ankle AND/OR foot,80484,Crystal arthropathy,gs_only
73287,Crystal arthropathy of ankle AND/OR foot,4219481,Degenerative joint disease of ankle AND/OR foot,gs_only
73287,Crystal arthropathy of ankle AND/OR foot,73287,Crystal arthropathy of ankle AND/OR foot,predicted_only
73287,Crystal arthropathy of ankle AND/OR foot,4079749,Osteoarthritis of hip,predicted_only
73550,Crystal arthropathy of elbow,80484,Crystal arthropathy,gs_only
73550,Crystal arthropathy of elbow,4083695,Osteoarthritis of elbow,gs_only
73550,Crystal arthropathy of elbow,73550,Crystal arthropathy of elbow,predicted_only
72709,Crystal arthropathy of multiple sites,80484,Crystal arthropathy,both
72709,Crystal arthropathy of multiple sites,4025957,Degenerative polyarthritis,predicted_only
72709,Crystal arthropathy of multiple sites,4079749,Osteoarthritis of hip,predicted_only
73302,Curvature of spine,4182166,Deformity of spine,gs_only
73302,Curvature of spine,4260918,Disorder of spinal region,gs_only
73302,Curvature of spine,73302,Curvature of spine,predicted_only
73302,Curvature of spine,4244662,Disorder of musculoskeletal system,predicted_only
73091,Deep third degree burn of breast,195995,Deep third degree burn of trunk,gs_only
73091,Deep third degree burn of breast,77730,Third degree burn of breast,gs_only
73091,Deep third degree burn of breast,4235162,Deep full thickness burn,predicted_only
73091,Deep third degree burn of breast,73091,Deep third degree burn of breast,predicted_only
73575,Deformity of toe,4047269,Deformity of foot,gs_only
73575,Deformity of toe,4270698,Form of toes - finding,gs_only
73575,Deformity of toe,4227252,Toe finding,gs_only
73575,Deformity of toe,36676834,Acquired deformity of right foot,predicted_only
73575,Deformity of toe,4101637,Deformity of bone in foot,predicted_only
73575,Deformity of toe,73575,Deformity of toe,predicted_only
73575,Deformity of toe,4028528,Disorder of toe,predicted_only
23164,Disorder of anterior pituitary,23986,Disorder of pituitary gland,gs_only
23164,Disorder of anterior pituitary,23164,Disorder of anterior pituitary,predicted_only
31821,Disorder of endocrine system,4180628,Disorder of body system,both
26935,Disorder of endocrine testis,4132094,Disorder of endocrine gonad,gs_only
26935,Disorder of endocrine testis,4276801,Disorder of testis,gs_only
26935,Disorder of endocrine testis,26935,Disorder of endocrine testis,predicted_only
31610,Disorder of esophagus,4297887,Disorder of digestive organ,gs_only
31610,Disorder of esophagus,4000609,Disorder of upper gastrointestinal tract,gs_only
31610,Disorder of esophagus,4101212,Finding of esophagus,gs_only
31610,Disorder of esophagus,31610,Disorder of esophagus,predicted_only
72986,Disorder of lower leg,44782620,Disorder of free lower limb,gs_only
72986,Disorder of lower leg,40482430,Deformity of limb,predicted_only
72986,Disorder of lower leg,72986,Disorder of lower leg,predicted_only
72986,Disorder of lower leg,42535452,Left leg peripheral neuropathy,predicted_only
31057,Disorder of pharynx,4297887,Disorder of digestive organ,gs_only
31057,Disorder of pharynx,4198525,Disorder of upper digestive tract,gs_only
31057,Disorder of pharynx,254068,Disorder of upper respiratory system,gs_only
31057,Disorder of pharynx,4022571,Finding of pharynx,gs_only
31057,Disorder of pharynx,4042836,Disorder of head,predicted_only
31057,Disorder of pharynx,31057,Disorder of pharynx,predicted_only
23986,Disorder of pituitary gland,372887,Disorder of brain,gs_only
23986,Disorder of pituitary gland,31821,Disorder of endocrine system,gs_only
23986,Disorder of pituitary gland,23986,Disorder of pituitary gland,predicted_only
28385,Disorder of posterior pituitary,23986,Disorder of pituitary gland,both
73673,Disorder of prosthetic joint,73553,Arthropathy,both
73673,Disorder of prosthetic joint,434822,Complication of internal prosthetic device,gs_only
73673,Disorder of prosthetic joint,4152377,Disorders of musculoskeletal implants and repairs,gs_only
73673,Disorder of prosthetic joint,4193176,Musculoskeletal infective disorder,predicted_only
25572,Disorder of salivary gland,4106676,Disorder of salivary structure,gs_only
25572,Disorder of salivary gland,4158189,Salivary gland finding,gs_only
25572,Disorder of salivary gland,25572,Disorder of salivary gland,predicted_only
25572,Disorder of salivary gland,4033853,Disorder of skin appendage,predicted_only
72618,Disorder of skeletal muscle,137275,Disorder of muscle,gs_only
72618,Disorder of skeletal muscle,4244662,Disorder of musculoskeletal system,gs_only
72618,Disorder of skeletal muscle,376208,Disorder of soft tissue,gs_only
72618,Disorder of skeletal muscle,4093991,General finding of soft tissue,predicted_only
72618,Disorder of skeletal muscle,4024566,Muscle finding,predicted_only
72618,Disorder of skeletal muscle,135930,Musculoskeletal finding,predicted_only
31602,Disorder of the larynx,4042837,Disorder of neck,gs_only
31602,Disorder of the larynx,254068,Disorder of upper respiratory system,gs_only
31602,Disorder of the larynx,4155904,Larynx finding,gs_only
31602,Disorder of the larynx,31602,Disorder of the larynx,predicted_only
73534,Disproportion between fetus and pelvis,4266188,Disorder of body wall,gs_only
73534,Disproportion between fetus and pelvis,75909,Disorder of bone,gs_only
73534,Disproportion between fetus and pelvis,79890,Disorder of pelvic size and disproportion,gs_only
73534,Disproportion between fetus and pelvis,80165,Fetal disproportion,gs_only
73534,Disproportion between fetus and pelvis,4219381,Finding of bone of pelvis,gs_only
73534,Disproportion between fetus and pelvis,73534,Disproportion between fetus and pelvis,predicted_only
73534,Disproportion between fetus and pelvis,4278604,Form of pelvis and buttocks - finding,predicted_only
73534,Disproportion between fetus and pelvis,37167863,Maternal disorder during labor,predicted_only
27587,Disturbance of salivary secretion,25572,Disorder of salivary gland,both
27587,Disturbance of salivary secretion,4241080,Abnormal salivary secretion,predicted_only
27587,Disturbance of salivary secretion,4101203,Finding of saliva,predicted_only
31317,Dysphagia,4198525,Disorder of upper digestive tract,gs_only
31317,Dysphagia,4125274,Difficulty swallowing,predicted_only
31317,Dysphagia,31317,Dysphagia,predicted_only
22350,Edema of larynx,4040388,Disorder characterized by edema,gs_only
22350,Edema of larynx,31602,Disorder of the larynx,gs_only
22350,Edema of larynx,22350,Edema of larynx,predicted_only
22350,Edema of larynx,4172539,Subglottic finding,predicted_only
73851,Effusion of joint of multiple sites,79903,Effusion of joint,gs_only
73851,Effusion of joint of multiple sites,75897,Polyarthropathy,gs_only
73851,Effusion of joint of multiple sites,36676837,Arthropathy of right knee joint,predicted_only
73851,Effusion of joint of multiple sites,73851,Effusion of joint of multiple sites,predicted_only
73851,Effusion of joint of multiple sites,4115991,Knee joint effusion,predicted_only
72407,Effusion of joint of shoulder region,40484571,Disorder of joint of shoulder region,gs_only
72407,Effusion of joint of shoulder region,79903,Effusion of joint,gs_only
72407,Effusion of joint of shoulder region,36676837,Arthropathy of right knee joint,predicted_only
72407,Effusion of joint of shoulder region,72407,Effusion of joint of shoulder region,predicted_only
72407,Effusion of joint of shoulder region,4115991,Knee joint effusion,predicted_only
193782,End-stage renal disease,198185,Chronic renal failure,gs_only
193782,End-stage renal disease,37156007,End stage organ failure,gs_only
193782,End-stage renal disease,193782,End-stage renal disease,predicted_only
73008,Enthesopathy,4244662,Disorder of musculoskeletal system,gs_only
73008,Enthesopathy,78831,Disorder of ankle,predicted_only
73008,Enthesopathy,4194889,Enthesopathy of lower limb,predicted_only
73842,Enthesopathy of elbow region,4027383,Disorder of elbow,gs_only
73842,Enthesopathy of elbow region,42537682,Enthesopathy of upper limb,gs_only
73842,Enthesopathy of elbow region,4323893,Arthropathy of elbow,predicted_only
73842,Enthesopathy of elbow region,80497,Disorder of cervical spine,predicted_only
73842,Enthesopathy of elbow region,73842,Enthesopathy of elbow region,predicted_only
27918,Eosinophilic esophagitis,4224063,Allergic disorder of digestive system,gs_only
27918,Eosinophilic esophagitis,4188970,Chronic disease of immune function,gs_only
27918,Eosinophilic esophagitis,4249567,Chronic esophagitis,gs_only
27918,Eosinophilic esophagitis,27918,Eosinophilic esophagitis,predicted_only
73365,Epidermal burn of elbow,76570,Burn of elbow,gs_only
73365,Epidermal burn of elbow,73373,Epidermal burn of upper limb,gs_only
73365,Epidermal burn of elbow,4106352,Superficial injury of elbow,gs_only
73365,Epidermal burn of elbow,73365,Epidermal burn of elbow,predicted_only
73365,Epidermal burn of elbow,138644,Epidermal burn of lower limb,predicted_only
73373,Epidermal burn of upper limb,4123196,Burn of skin of body region,gs_only
73373,Epidermal burn of upper limb,73925,Burn of upper limb,gs_only
73373,Epidermal burn of upper limb,4296204,Epidermal burn of skin,gs_only
73373,Epidermal burn of upper limb,4167229,Superficial injury of upper limb,gs_only
73373,Epidermal burn of upper limb,75407,Burn of multiple sites of upper limb,predicted_only
73373,Epidermal burn of upper limb,434529,Epidermal burn of multiple sites,predicted_only
73373,Epidermal burn of upper limb,73373,Epidermal burn of upper limb,predicted_only
23245,Esophageal bleeding,31610,Disorder of esophagus,gs_only
23245,Esophageal bleeding,4291649,Upper gastrointestinal bleeding,gs_only
23245,Esophageal bleeding,23245,Esophageal bleeding,predicted_only
23245,Esophageal bleeding,4103988,Esophageal mass,predicted_only
24966,Esophageal varices,40488439,Abnormality of systemic vein,gs_only
24966,Esophageal varices,4190192,Disorder of blood vessels of thorax,gs_only
24966,Esophageal varices,4201745,Disorder of digestive system,gs_only
24966,Esophageal varices,4095643,Trunk varices,gs_only
22340,Esophageal varices without bleeding,24966,Esophageal varices,both
22340,Esophageal varices without bleeding,4123283,Disorder of stoma,predicted_only
30753,Esophagitis,31610,Disorder of esophagus,gs_only
30753,Esophagitis,4181063,Inflammation of specific body organs,gs_only
30753,Esophagitis,4043371,Inflammatory disorder of digestive tract,gs_only
30753,Esophagitis,30753,Esophagitis,predicted_only
30753,Esophagitis,200447,Gastrointestinal complication,predicted_only
72715,Exostosis,75909,Disorder of bone,both
72715,Exostosis,4116964,Mass of musculoskeletal structure,both
73184,Familial periodic paralysis,4095278,Metabolic myopathy,gs_only
73184,Familial periodic paralysis,4134133,Chronic disease of musculoskeletal system,predicted_only
73184,Familial periodic paralysis,72618,Disorder of skeletal muscle,predicted_only
73184,Familial periodic paralysis,4266760,Gross movement of body and limbs - finding,predicted_only
73184,Familial periodic paralysis,372604,Movement disorder,predicted_only
73268,Fetal distress affecting management of mother,4305304,Nonreassuring fetal status,both
