source_code,source_term,target_concept_id,target_concept_name,predicate,target_concept_id_b,target_concept_name_b,predicate_b,cleaned_term,mapped_concept_id,mapped_concept_name,matched_concept_id,matched_concept_name,match_score,match_rank,matched_concept_class_id,matched_domain_id,matched_vocabulary_id,matched_parents,matched_children,matched_synonyms
1402682,Plasma cell sarcoma (machine translation),4216139,Plasmacytoma,exactMatch,4216139.0,Plasmacytoma,broadMatch,Plasma cell sarcoma,-1,,36565441,Plasma cell leukemia of pelvic lymph nodes,0.2992797696398666,18,ICDO Condition,Condition,ICDO3,Primary malignant neoplasm of pelvis;Leukemia;Multiple myeloma;Malignant white blood cell disorder;Neoplasm of intrapelvic lymph node,,
1402682,Plasma cell sarcoma (machine translation),4216139,Plasmacytoma,exactMatch,4216139.0,Plasmacytoma,broadMatch,Plasma cell sarcoma,-1,,36567317,Plasma cell myeloma of spleen,0.3089865877184904,19,ICDO Condition,Condition,ICDO3,Primary malignant neoplasm of spleen;Malignant lymphoma of spleen;B-cell lymphoma (clinical);Multiple myeloma;Malignant white blood cell disorder;Diffuse non-Hodgkin's lymphoma of extranodal site,,
1402682,Plasma cell sarcoma (machine translation),4216139,Plasmacytoma,exactMatch,4216139.0,Plasmacytoma,broadMatch,Plasma cell sarcoma,-1,,4190642,Plasma cell myeloma/plasmacytoma,0.3109848847585861,20,Disorder,Condition,SNOMED,Multiple myeloma;Plasmacytoma,,Plasma cell myeloma/plasmacytoma (disorder)
1402682,Plasma cell sarcoma (machine translation),4216139,Plasmacytoma,exactMatch,4216139.0,Plasmacytoma,broadMatch,Plasma cell sarcoma,-1,,4028851,Mast cell sarcoma,0.3138194453509321,21,Morph Abnormality,Observation,SNOMED,Malignant mast cell neoplasm,,Mast cell sarcoma (morphologic abnormality);Malignant mast cell tumour;Malignant mast cell tumor;Malignant mastocytoma
1402682,Plasma cell sarcoma (machine translation),4216139,Plasmacytoma,exactMatch,4216139.0,Plasmacytoma,broadMatch,Plasma cell sarcoma,-1,,4040379,Malignant mast cell tumor (clinical),0.3139423074147696,22,Disorder,Condition,SNOMED,Neoplasm affecting hematopoietic structure;Mast cell malignancy;Malignant mast cell neoplasm,Mast cell malignancy of lymph nodes;Malignant mast cell sarcoma of spleen,Malignant mast cell tumor;Mast cell sarcoma;Malignant mast cell tumour (clinical);Malignant mast cell tumour;Malignant mast cell tumor (disorder)
1402682,Plasma cell sarcoma (machine translation),4216139,Plasmacytoma,exactMatch,4216139.0,Plasmacytoma,broadMatch,Plasma cell sarcoma,-1,,36562993,Plasma cell leukemia of intra-abdominal lymph nodes,0.3155896804020331,23,ICDO Condition,Condition,ICDO3,Leukemia;Multiple myeloma;Malignant white blood cell disorder;Neoplasm of intra-abdominal lymph nodes;Primary malignant neoplasm of trunk,,
1402682,Plasma cell sarcoma (machine translation),4216139,Plasmacytoma,exactMatch,4216139.0,Plasmacytoma,broadMatch,Plasma cell sarcoma,-1,,36564545,Plasma cell leukemia of intrathoracic lymph nodes,0.3200879128498045,24,ICDO Condition,Condition,ICDO3,Malignant neoplasm of thorax;Leukemia;Multiple myeloma;Malignant white blood cell disorder;Neoplasm of intrathoracic lymph nodes;Primary malignant neoplasm of trunk,,
1402682,Plasma cell sarcoma (machine translation),4216139,Plasmacytoma,exactMatch,4216139.0,Plasmacytoma,broadMatch,Plasma cell sarcoma,-1,,4155072,Clear cell sarcoma,0.3212163333125516,25,Morph Abnormality,Observation,SNOMED,Synovial like neoplasm;Malignant melanoma;Sarcoma,,Clear cell sarcoma (morphologic abnormality);Malignant melanoma of soft tissue
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,257775,Tuberculous bronchiectasis,0.1890829084197364,1,Disorder,Condition,SNOMED,Bronchiectasis;Sequelae of tuberculosis,,Tuberculous bronchiectasis (disorder);Post-tuberculous bronchiectasis
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,256449,Bronchiectasis,0.267862967253745,2,Disorder,Condition,SNOMED,Disorder of bronchus;Bronchiectasis,Bronchiectasis due to aspiration of toxic substance;Traction bronchiectasis;Acute exacerbation of bronchiectasis;Bronchiectasis due to inhalation of toxic substance;Tuberculous bronchiectasis;Idiopathic bronchiectasis;Cylindrical bronchiectasis;Fusiform bronchiectasis;Bronchiectasis with acute exacerbation;Congenital bronchiectasis,Bronchiectasis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,256896,Tuberculosis of bronchus,0.2803767478126308,3,Disorder,Condition,SNOMED,Bronchitis;Infectious disorder of bronchus;Isolated tracheobronchial tuberculosis,Isolated bronchial tuberculosis,Tuberculosis of bronchus (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4198045,Isolated bronchial tuberculosis,0.2988264019987819,4,Disorder,Condition,SNOMED,Tuberculosis of bronchus,,Isolated bronchial tuberculosis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4199450,Adult bronchiectasis,0.3020956770330846,5,Disorder,Condition,SNOMED,Acquired bronchiectasis;Chronic disease of respiratory system,,Adult bronchiectasis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4124676,Tuberculous bronchopleural fistula,0.3224341145746909,6,Disorder,Condition,SNOMED,Tuberculosis;Bronchopleural fistula;Infectious disorder of bronchus;Bacterial lower respiratory infection,,Tuberculous bronchopleural fistula (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,45763768,Isolated tracheobronchial tuberculosis,0.3263214428769283,7,Disorder,Condition,SNOMED,Tracheobronchial disorder;Inflammatory disorder of lower respiratory tract;Inflammation of specific body organs;Bacterial lower respiratory infection;Respiratory tuberculosis,Tuberculosis of bronchus,Isolated tracheobronchial tuberculosis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,439743,Late effects of respiratory tuberculosis,0.3267581497250965,8,Disorder,Condition,SNOMED,Sequelae of tuberculosis;Sequelae of inflammatory diseases,,Late effects of respiratory tuberculosis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4304867,Tuberculosis of lung with involvement of bronchus,0.3268260195559029,9,Disorder,Condition,SNOMED,Pulmonary tuberculosis,,Tuberculosis of lung with involvement of bronchus (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,253954,Pulmonary tuberculosis,0.3281435065186291,10,Disorder,Condition,SNOMED,Pulmonary disease caused by Mycobacteria;Inflammatory disorder of lower respiratory tract;Inflammation of specific body organs;Pulmonary tuberculosis;Pulmonary TB;Unspecified pulmonary tuberculosis;Respiratory tuberculosis,"Tuberculosis of lung with cavitation;Tuberculosis of lung, bacteriological and histological examination not done;Tuberculosis of lung, bacteriologically and histologically negative;Tuberculosis of lung with involvement of bronchus;Active tuberculosis with risk for contagion;Tuberculosis of lung, confirmed by sputum microscopy with or without culture;Isoniazid resistant tuberculosis of lung;Tuberculosis of lung, confirmed by culture only;Tuberculous fibrosis of lung;Relapse pulmonary tuberculosis",TB - Pulmonary tuberculosis;PTB - Pulmonary tuberculosis;Pulmonary tuberculosis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4052549,Acquired bronchiectasis,0.3308708857987925,11,Disorder,Condition,SNOMED,Bronchiectasis,Post-infective bronchiectasis;Post-lung transplantation bronchiectasis;Adult bronchiectasis;Toxin-induced bronchiectasis;Childhood bronchiectasis,Acquired bronchiectasis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,255454,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture",0.3344379060027437,12,Disorder,Condition,SNOMED,Pulmonary tuberculosis,,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture (disorder)"
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4090205,Sequelae of tuberculosis,0.3345149739353165,13,Disorder,Condition,SNOMED,Sequela of infection caused by Mycobacterium,Late effects of central nervous system tuberculosis;Tuberculous bronchiectasis;Post-tuberculous pleural fibrosis;Late effects of tuberculosis of bones and/or joints;Late effects of genitourinary system tuberculosis;Late effects of respiratory tuberculosis;Post-tuberculous reactive arthritis;Ghon complex,Late effects of tuberculosis;Sequelae of tuberculosis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,26899,Tuberculous laryngitis,0.3365994037668222,14,Disorder,Condition,SNOMED,Bacterial upper respiratory infection;Infective laryngitis;Tuberculous laryngitis;Respiratory tuberculosis,Tuberculosis of glottis,Laryngeal tuberculosis;Tuberculosis of larynx;Tuberculosis (TB) with laryngitis;Tuberculous laryngitis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4112676,Pneumoconiosis associated with tuberculosis,0.3366815568896766,15,Disorder,Condition,SNOMED,Pneumoconiosis,,Pneumoconiosis associated with tuberculosis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4050877,Bronchiectasis due to inhalation of toxic substance,0.3435075717319986,16,Disorder,Condition,SNOMED,Bronchiectasis;Chronic disease of respiratory system,,Bronchiectasis due to inhalation of toxic substance (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4298421,Isolated tracheal tuberculosis,0.3443807983416374,17,Disorder,Condition,SNOMED,Granulomatous disorder;Infectious disorder of trachea;Tracheitis,,Tuberculosis of trachea;Isolated tracheal tuberculosis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,258335,Tuberculous fibrosis of lung,0.3464410719430661,18,Disorder,Condition,SNOMED,Pulmonary disease caused by Mycobacteria;Tuberculosis;Fibrosis of lung,,Tuberculous fibrosis of lung (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4112671,Post-infective bronchiectasis,0.351849199367776,19,Disorder,Condition,SNOMED,Post-infectious disorder;Acquired bronchiectasis,,Postinfectious bronchiectasis;Post-infective bronchiectasis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4290195,Congenital tuberculosis,0.3523581899039839,20,Disorder,Condition,SNOMED,Tuberculosis;Congenital bacterial disorder;Congenital tuberculosis,,Congenital tuberculosis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4078695,Traction bronchiectasis,0.354200702021872,21,Disorder,Condition,SNOMED,Bronchiectasis;Chronic disease of respiratory system;Effect of exposure to physical force,,Traction bronchiectasis (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4052553,Bronchiectasis due to aspiration of toxic substance,0.3562217148876619,22,Disorder,Condition,SNOMED,Bronchiectasis;Chronic disease of respiratory system,,Bronchiectasis due to aspiration of toxic substance (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,4180072,Reactivation tuberculosis,0.3569434060221472,23,Disorder,Condition,SNOMED,Tuberculosis;Granulomatous disorder,Reinfection pulmonary tuberculosis,Reinfection tuberculosis (disorder);Secondary tuberculosis;Reinfection tuberculosis;Postprimary tuberculosis
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,45771090,Respiratory tuberculosis,0.3584031456204689,24,Disorder,Condition,SNOMED,Tuberculosis;Granulomatous disorder;Inflammatory disorder of the respiratory system;Bacterial respiratory infection,"Tuberculosis of nose;Respiratory tuberculosis, not confirmed bacteriologically or histologically;Tuberculosis of pleura;Tuberculosis of nasal sinus;Pulmonary tuberculosis;Tuberculosis of oropharynx;Tuberculous laryngitis;Isolated tracheobronchial tuberculosis;Tuberculosis of nasopharynx;Tuberculosis of nasal septum",Tuberculosis of respiratory system;Tuberculosis of respiratory system (disorder)
1403158,"Tuberculosis, bronchiectasis, pathology () (machine translation)",257775,Tuberculous bronchiectasis,exactMatch,,,,bronchiectasis due to tuberculosis,-1,,254266,Tuberculous pneumonia,0.3586349038406846,25,Disorder,Condition,SNOMED,Tuberculosis;Mycobacterial pneumonia,Tuberculous pneumonia of animals,Tuberculous pneumonia (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,193955,Tuberculosis of kidney,0.1567884288417379,1,Disorder,Condition,SNOMED,Tuberculosis of genitourinary system;Pyelonephritis;Bacterial urinary infection;Renal tuberculosis;Tuberculosis of abdomen,Tuberculous pyelitis,Tuberculous pyelonephritis;TB - Renal tuberculosis;Tuberculosis of kidney (disorder);Tuberculous nephropathy;Renal tuberculosis
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,4290623,Tuberculous pyelitis,0.1958994704878675,2,Disorder,Condition,SNOMED,Tuberculosis of urinary organs;Tuberculosis of kidney;Pyelitis,,Tuberculous pyelitis (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,198674,Tuberculosis of urinary bladder,0.2383695464196641,3,Disorder,Condition,SNOMED,Tuberculosis of urinary organs;Bacterial cystitis;Tuberculosis bladder;Tuberculosis of abdomen,,Tuberculosis of bladder;Tuberculosis of urinary bladder (disorder);TB (tuberculosis) of urinary bladder
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,198957,Tuberculosis of ureter,0.2402969170456169,4,Disorder,Condition,SNOMED,Tuberculosis of urinary organs;Infective ureteritis;Tuberculosis ureter;Tuberculosis of abdomen,,Tuberculosis of ureter (disorder);TB - Tuberculosis of ureter
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,72817,Tuberculosis of urinary organs,0.248405328900554,5,Disorder,Condition,SNOMED,Tuberculosis of genitourinary system;Disorder of urinary tract;Bacterial urinary infection,Tuberculous pyelitis;Tuberculosis of ureter;Tuberculosis of urinary bladder;Tuberculous urethritis,Tuberculosis of urinary tract;Tuberculosis of urinary organs (disorder);TB - Urinary tuberculosis;Urinary tuberculosis
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,4127558,Tuberculous stricture of ureter,0.2550701839679401,6,Disorder,Condition,SNOMED,Tuberculosis;Acquired stricture of ureter;Bacterial urinary infection;Upper urinary tract infection,,Tuberculous stricture of ureter (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,4126283,Tuberculous urethritis,0.2750158519557839,7,Disorder,Condition,SNOMED,Tuberculosis of urinary organs;Bacterial urethritis,,Tuberculous urethritis (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,4084795,Tuberculous hydrothorax,0.2791997764540114,8,Disorder,Condition,SNOMED,Hydrothorax;Tuberculous pleural effusion,,Tuberculous hydrothorax (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,75456,Tuberculosis of epididymis,0.2819855264801558,9,Disorder,Condition,SNOMED,Tuberculosis of male genital organs;Infective epididymitis;Epididymitis tuberculous,Tuberculous epididymo-orchitis,Tuberculous epididymitis;Tuberculosis of epididymis (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,4068849,Tuberculosis of prostate,0.2925233587104866,10,Disorder,Condition,SNOMED,Tuberculosis of male genital organs;Granulomatous prostatitis;Prostatitis tuberculous;Bacterial prostatitis;Tuberculosis of abdomen,,Tuberculosis of prostate (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,40486464,Tuberculous abscess,0.2963454776666805,11,Disorder,Condition,SNOMED,Infectious disease;Abscess,Tuberculous abscess of neck;Tuberculous abscess of sacrum;Tuberculous abscess of lung;Tuberculous intracranial abscess;Tuberculous abscess of epidural space;Tuberculous abscess of spinal cord,Tuberculous abscess (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,4056331,Female tuberculous pelvic inflammatory disease,0.29903806701762,12,Disorder,Condition,SNOMED,Tuberculosis;Granulomatous disorder;Inflammation of specific body structures or tissue;Tuberculous pelvic inflammatory disease;Disorder of pelvis,Tuberculous oophoritis;Tuberculous cervicitis;Tuberculous salpingitis;Tuberculous endometritis,Female tuberculous pelvic inflammatory disease (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,73686,Tuberculosis of genitourinary system,0.301176970586224,13,Disorder,Condition,SNOMED,Tuberculosis;Granulomatous disorder;Inflammatory disorder of genitourinary system;Bacterial urogenital infection;Tuberculosis of genitourinary system,Tuberculosis of urinary organs;Tuberculosis of kidney;Genital tuberculosis,TB - Urogenital tuberculosis;Tuberculosis of genitourinary system (disorder);Urogenital tuberculosis
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,252235,Tuberculous pneumothorax,0.3047283497311744,14,Disorder,Condition,SNOMED,Pneumothorax;Tuberculosis;Bacterial respiratory infection,,Tuberculous pneumothorax (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,198336,Tuberculous salpingitis,0.3052084496901672,15,Disorder,Condition,SNOMED,Tuberculosis of female genital organs;Female tuberculous pelvic inflammatory disease;Fallopian tube infection;Salpingitis;Salpingitis tuberculous;Tuberculosis of abdomen,,Tuberculosis (TB) salpingitis;Tuberculous salpingitis (disorder);Fallopian tube tuberculosis
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,4040447,Tuberculosis of retroperitoneal lymph nodes,0.3079653674415381,16,Disorder,Condition,SNOMED,Retroperitoneal infection;Tuberculous adenitis;Retroperitoneal lymphadenopathy;Tuberculosis of abdomen,,Tuberculosis of retroperitoneal lymph nodes (disorder);Retroperitoneal tuberculosis
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,4127732,Tuberculous epididymo-orchitis,0.3091664703014644,17,Disorder,Condition,SNOMED,Tuberculosis of epididymis;Infective epididymo-orchitis;Tuberculosis of testis,,Tuberculous epididymo-orchitis (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,254266,Tuberculous pneumonia,0.3137907927670195,18,Disorder,Condition,SNOMED,Tuberculosis;Mycobacterial pneumonia,Tuberculous pneumonia of animals,Tuberculous pneumonia (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,4261372,Tuberculous endometritis,0.3160874314151459,19,Disorder,Condition,SNOMED,Tuberculosis of female genital organs;Female tuberculous pelvic inflammatory disease;Infection of uterus;Endometritis;Tuberculosis of abdomen;Tuberculous endometritis,,Tuberculous endometritis (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,4260661,Tuberculous ascites,0.3188751429589269,20,Disorder,Condition,SNOMED,Tuberculosis;Infected ascites,,Tuberculous ascites (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,194268,Tuberculous peritonitis,0.3192998629183871,21,Disorder,Condition,SNOMED,Bacterial peritonitis;Granulomatous peritonitis;Peritoneal tuberculosis;Tuberculosis of abdomen,"Tuberculosis of intestines, peritoneum and mesenteric glands",Tuberculous peritonitis (disorder);Tuberculosis (TB) peritonitis;Tuberculosis of peritoneum;Peritonitis - tuberculous
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,261495,Tuberculosis of pleura,0.3227892476570436,22,Disorder,Condition,SNOMED,Bacterial pleurisy;Tuberculous pleurisy;TB of pleura;Respiratory tuberculosis,"Tuberculous pleurisy, confirmed bacteriologically and histologically;Tuberculous pleurisy in primary progressive tuberculosis",Tuberculous pleurisy;Tuberculous pleuritis;Tuberculosis of pleura (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,257775,Tuberculous bronchiectasis,0.3242466019240845,23,Disorder,Condition,SNOMED,Bronchiectasis;Sequelae of tuberculosis,,Tuberculous bronchiectasis (disorder);Post-tuberculous bronchiectasis
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,40490395,Tuberculous pleural effusion,0.3288434196131025,24,Disorder,Condition,SNOMED,Tuberculosis;Pleural effusion caused by bacteria,Tuberculous chylothorax;Tuberculous hydrothorax,Tuberculous pleural effusion (disorder)
1403401,Tuberculous hydronephrosis (machine translation),73686,Tuberculosis of genitourinary system,broadMatch,,,,Tuberculous hydronephrosis,-1,,444260,Tuberculous oophoritis,0.3311099165900319,25,Disorder,Condition,SNOMED,Tuberculosis of female genital organs;Female tuberculous pelvic inflammatory disease;Infection of ovary;Oophoritis;Tuberculosis of abdomen,,Tuberculous oophoritis (disorder)
1403691,Diphtheria laryngotracheitis (machine translation),438680,Laryngeal diphtheria,exactMatch,,,,Diphtheria laryngotracheitis,-1,,438680,Laryngeal diphtheria,0.0655083784746528,1,Disorder,Condition,SNOMED,Infection of larynx;Bacterial upper respiratory infection;Respiratory diphtheria,,Laryngeal diphtheria (disorder);Diphtheritic laryngotracheitis
1403691,Diphtheria laryngotracheitis (machine translation),438680,Laryngeal diphtheria,exactMatch,,,,Diphtheria laryngotracheitis,-1,,31597,Acute laryngotracheitis,0.2029954614629672,2,Disorder,Condition,SNOMED,Acute laryngitis;Acute tracheitis;Laryngotracheitis,Acute viral laryngotracheitis;Acute laryngotracheitis without obstruction;Acute laryngotracheitis with obstruction;Acute fibrinous laryngotracheobronchitis,Acute laryngotracheitis (disorder)
1403691,Diphtheria laryngotracheitis (machine translation),438680,Laryngeal diphtheria,exactMatch,,,,Diphtheria laryngotracheitis,-1,,4208388,Laryngotracheitis,0.2039904225379839,3,Disorder,Condition,SNOMED,Laryngitis;Tracheitis,Chronic laryngitis and laryngotracheitis;Infectious avian laryngotracheitis;Parainfluenza virus laryngotracheitis;Acute laryngotracheitis;Laryngotracheobronchitis,Laryngotracheitis (disorder)
1403691,Diphtheria laryngotracheitis (machine translation),438680,Laryngeal diphtheria,exactMatch,,,,Diphtheria laryngotracheitis,-1,,4345707,Tracheobronchial diphtheria,0.2235024521332992,4,Disorder,Condition,SNOMED,Tracheobronchial disorder;Bacterial lower respiratory infection;Respiratory diphtheria,,Tracheobronchial diphtheria (disorder)
1403691,Diphtheria laryngotracheitis (machine translation),438680,Laryngeal diphtheria,exactMatch,,,,Diphtheria laryngotracheitis,-1,,4200018,Acute viral laryngotracheitis,0.2443216603181668,5,Disorder,Condition,SNOMED,Acute laryngotracheitis;Acute upper respiratory infection;Acute viral disease;Viral tracheitis;Acute lower respiratory tract infection;Inflammation of larynx caused by virus,,Acute viral laryngotracheitis (disorder)
1403691,Diphtheria laryngotracheitis (machine translation),438680,Laryngeal diphtheria,exactMatch,,,,Diphtheria laryngotracheitis,-1,,4312602,Laryngotracheobronchitis,0.2457979656897858,6,Disorder,Condition,SNOMED,Tracheobronchitis;Laryngotracheitis,Parainfluenza virus laryngotracheobronchitis;Respiratory syncytial virus laryngotracheobronchitis;Croup;Acute fibrinous laryngotracheobronchitis;Recurrent croup;Adenoviral laryngotracheobronchitis;Haemophilus influenzae laryngotracheobronchitis,LTB - Laryngotracheobronchitis;Laryngotracheobronchitis (disorder)
1403691,Diphtheria laryngotracheitis (machine translation),438680,Laryngeal diphtheria,exactMatch,,,,Diphtheria laryngotracheitis,-1,,4030792,Parainfluenza virus laryngotracheitis,0.2530333915465991,7,Disorder,Condition,SNOMED,Laryngotracheitis;Viral tracheitis;Parainfluenza virus laryngitis,Parainfluenza virus laryngotracheobronchitis,Parainfluenza virus laryngotracheitis (disorder)
1403691,Diphtheria laryngotracheitis (machine translation),438680,Laryngeal diphtheria,exactMatch,,,,Diphtheria laryngotracheitis,-1,,260134,Croup,0.2661954087252165,8,Disorder,Condition,SNOMED,Acute upper respiratory infection;Infectious disorder of trachea;Infectious disorder of bronchus;Acute inflammatory disease;Infective laryngitis;Acute lower respiratory tract infection;Laryngotracheobronchitis;Croup infectious;Croup,Exacerbation of croup,Croup syndrome;Croup (disorder)
1403691,Diphtheria laryngotracheitis (machine translation),438680,Laryngeal diphtheria,exactMatch,,,,Diphtheria laryngotracheitis,-1,,26719,Chronic laryngotracheitis,0.2707312818787324,9,Disorder,Condition,SNOMED,Chronic laryngitis and laryngotracheitis;Chronic tracheitis,,Chronic laryngotracheitis (disorder)
